Mode	X(mm)	Y(mm)	Z(mm)	Pmod	Time(s)
0	101.1130	97.8890	1.3000	1	3.60E-02
0	101.6280	98.0530	1.3000	1	3.60E-02
0	102.1060	98.2710	1.3000	1	3.50E-02
0	102.5560	98.5450	1.3000	1	3.51E-02
0	102.9710	98.8710	1.3000	1	3.52E-02
0	103.3440	99.2440	1.3000	1	3.52E-02
0	103.6570	99.6430	1.3000	1	3.38E-02
0	103.8690	99.9880	1.3000	1	2.70E-02
0	103.8610	100.0350	1.3000	1	3.18E-03
0	103.3480	100.7510	1.3000	1	5.87E-02
0	102.6900	101.3580	1.3000	1	5.97E-02
0	102.1100	101.7260	1.3000	1	4.58E-02
0	101.4810	102.0010	1.3000	1	4.58E-02
0	100.8220	102.1740	1.3000	1	4.54E-02
0	100.1510	102.2450	1.3000	1	4.50E-02
0	99.6010	102.2280	1.3000	1	3.67E-02
0	94.6570	101.7330	1.3000	1	3.31E-01
0	94.5610	101.6910	1.3000	1	6.99E-03
0	98.1770	101.7040	1.3000	1	2.78E-02
0	98.6100	101.2710	1.3000	1	4.08E-02
0	98.6760	101.1650	1.3000	1	8.32E-03
0	98.7750	100.8740	1.3000	1	2.05E-02
0	98.7810	100.5350	1.3000	1	2.26E-02
0	97.7710	101.5440	1.3000	1	9.52E-02
0	97.2060	101.5440	1.3000	1	3.77E-02
0	98.7810	99.9690	1.3000	1	1.48E-01
0	98.7810	99.4030	1.3000	1	3.77E-02
0	96.6400	101.5440	1.3000	1	2.02E-01
0	96.4410	101.5110	1.3000	1	1.34E-02
0	96.2120	101.4060	1.3000	1	1.68E-02
0	98.7080	98.9100	1.3000	1	2.35E-01
0	98.6600	98.8050	1.3000	1	7.70E-03
0	98.5740	98.6850	1.3000	1	9.84E-03
0	98.4590	98.5940	1.3000	1	9.78E-03
0	95.9630	101.0900	1.3000	1	2.35E-01
0	95.8950	100.8620	1.3000	1	1.59E-02
0	95.8910	100.5960	1.3000	1	1.77E-02
0	98.0320	98.4560	1.3000	1	2.02E-01
0	97.4660	98.4560	1.3000	1	3.77E-02
0	95.8910	100.0310	1.3000	1	1.48E-01
0	95.8910	99.4650	1.3000	1	3.77E-02
0	96.9000	98.4560	1.3000	1	9.51E-02
0	96.5610	98.4610	1.3000	1	2.26E-02
0	96.2700	98.5600	1.3000	1	2.05E-02
0	96.1630	98.6270	1.3000	1	8.42E-03
0	95.7310	99.0590	1.3000	1	4.07E-02
0	98.5750	98.2470	1.3000	1	2.28E-02
0	98.8240	98.4290	1.3000	1	1.54E-02
0	98.9010	98.5430	1.3000	1	6.88E-03
0	99.3710	98.0730	1.3000	1	3.32E-02
0	98.3690	98.1730	1.3000	1	5.03E-02
0	98.0790	98.1490	1.3000	1	1.45E-02
0	96.8150	98.2120	1.3000	1	6.33E-02
0	95.6090	98.5720	1.3000	1	9.68E-03
0	95.4930	98.7860	1.3000	1	1.22E-02
0	95.4440	98.9650	1.3000	1	9.28E-03
0	95.4070	99.5110	1.3000	1	2.74E-02
0	95.1180	99.2650	1.3000	1	1.90E-02
0	94.8710	99.2000	1.3000	1	1.28E-02
0	94.8780	98.6460	1.3000	1	2.77E-02
0	95.3910	98.5940	1.3000	1	2.58E-02
0	95.4090	100.4680	1.3000	1	1.44E-02
0	95.4250	100.9350	1.3000	1	2.34E-02
0	95.5980	101.4280	1.3000	1	2.61E-02
0	94.8910	101.3570	1.3000	1	3.55E-02
0	94.8760	100.7850	1.3000	1	2.86E-02
0	94.9590	100.7800	1.3000	1	4.16E-03
0	95.1750	100.7000	1.3000	1	1.15E-02
0	95.2530	100.6220	1.3000	1	5.52E-03
0	99.1340	98.8570	1.3000	1	3.28E-02
0	99.8950	98.0960	1.3000	1	5.38E-02
0	100.4980	98.1130	1.3000	1	3.02E-02
0	99.1950	99.4160	1.3000	1	9.21E-02
0	99.1950	100.0380	1.3000	1	3.11E-02
0	101.0250	98.2080	1.3000	1	1.29E-01
0	101.4970	98.3570	1.3000	1	2.47E-02
0	99.1950	100.6590	1.3000	1	1.63E-01
0	99.1360	100.8290	1.3000	1	9.00E-03
0	99.0760	100.9990	1.3000	1	9.01E-03
0	99.0350	101.0100	1.3000	1	2.12E-03
0	99.0160	100.9390	1.3000	1	3.67E-03
0	99.0870	100.9580	1.3000	1	3.67E-03
0	98.6710	101.8040	1.3000	1	7.25E-03
0	101.9250	98.5500	1.3000	1	2.30E-01
0	102.3130	98.7830	1.3000	1	2.26E-02
0	99.2360	101.8600	1.3000	1	2.18E-01
0	99.8130	101.9050	1.3000	1	2.89E-02
0	102.6670	99.0510	1.3000	1	2.02E-01
0	102.9860	99.3520	1.3000	1	2.19E-02
0	100.4570	101.8810	1.3000	1	1.79E-01
0	100.4840	101.9640	1.3000	1	4.36E-03
0	100.5110	102.0460	1.3000	1	4.32E-03
0	101.0620	101.9400	1.3000	1	2.81E-02
0	101.2360	101.7240	1.3000	1	1.39E-02
0	103.2730	99.6870	1.3000	1	1.44E-01
0	103.5330	99.9930	1.3000	1	2.01E-02
0	103.3840	100.1690	1.3000	1	1.15E-02
0	103.2350	100.3440	1.3000	1	1.15E-02
0	103.0860	100.5200	1.3000	1	1.15E-02
0	102.4880	101.0950	1.3000	1	4.15E-02
0	102.4880	101.0950	1.3500	1	3.85E-04
0	96.5110	100.9240	1.3500	1	4.60E-02
0	96.4140	100.8420	1.3500	1	8.47E-03
0	96.4110	99.1950	1.3500	1	1.10E-01
0	96.5780	98.9750	1.3500	1	1.84E-02
0	98.0410	98.9750	1.3500	1	9.75E-02
0	98.2190	99.0650	1.3500	1	1.33E-02
0	98.2610	99.1950	1.3500	1	9.11E-03
0	98.2610	100.8080	1.3500	1	1.08E-01
0	98.2180	100.9350	1.3500	1	8.94E-03
0	98.0410	101.0250	1.3500	1	1.32E-02
0	96.6300	101.0250	1.3500	1	9.41E-02
0	96.5570	100.9630	1.3500	1	6.39E-03
0	94.3860	100.0390	1.3500	1	1.81E-02
0	94.3930	99.9540	1.3500	1	5.69E-03
0	94.5020	101.6640	1.3500	1	1.32E-02
0	94.4840	101.6450	1.3500	1	1.74E-03
0	94.4740	100.9340	1.3500	1	4.74E-02
0	94.4250	100.2400	1.3500	1	4.64E-02
0	94.5390	100.3620	1.3500	1	1.11E-02
0	94.8360	100.4130	1.3500	1	2.01E-02
0	95.0740	100.2830	1.3500	1	1.81E-02
0	95.1830	99.9820	1.3500	1	2.13E-02
0	95.0520	99.6980	1.3500	1	2.09E-02
0	94.8080	99.5860	1.3500	1	1.79E-02
0	94.6520	99.5940	1.3500	1	1.04E-02
0	94.4510	99.7210	1.3500	1	1.59E-02
0	94.4530	98.6710	1.3500	1	7.00E-02
0	94.5150	98.3070	1.3500	1	2.46E-02
0	94.6130	98.2470	1.3500	1	7.66E-03
0	99.5520	97.7480	1.3500	1	3.31E-01
0	100.0620	97.7240	1.3500	1	3.40E-02
0	100.5870	97.7590	1.3500	1	3.51E-02
0	101.1430	97.8650	1.3500	1	3.77E-02
0	101.6470	98.0260	1.3500	1	3.53E-02
0	102.1320	98.2460	1.3500	1	3.55E-02
0	102.5890	98.5240	1.3500	1	3.57E-02
0	103.0100	98.8550	1.3500	1	3.57E-02
0	103.3890	99.2320	1.3500	1	3.56E-02
0	103.7400	99.6830	1.3500	1	3.81E-02
0	103.9020	100.0520	1.3500	1	2.69E-02
0	103.3920	100.7630	1.3500	1	5.83E-02
0	102.7280	101.3750	1.3500	1	6.02E-02
0	102.1360	101.7510	1.3500	1	4.68E-02
0	101.5050	102.0260	1.3500	1	4.59E-02
0	100.8300	102.2030	1.3500	1	4.65E-02
0	100.1520	102.2740	1.3500	1	4.54E-02
0	99.5950	102.2570	1.3500	1	3.72E-02
0	94.5750	101.7400	1.3500	1	3.36E-01
0	94.5440	101.7070	1.3500	1	3.02E-03
0	94.7820	99.2710	1.3500	1	1.88E-02
0	94.8020	98.5590	1.3500	1	3.56E-02
0	95.8590	98.4520	1.3500	1	5.31E-02
0	96.2400	98.3930	1.3500	1	1.93E-02
0	96.6200	98.3330	1.3500	1	1.92E-02
0	97.5600	98.2580	1.3500	1	4.71E-02
0	97.5530	98.3530	1.3500	1	4.76E-03
0	97.8670	98.6690	1.3500	1	2.23E-02
0	96.6380	98.6880	1.3500	1	6.15E-02
0	96.4160	98.7410	1.3500	1	1.14E-02
0	96.1440	99.0150	1.3500	1	1.93E-02
0	96.0910	99.1220	1.3500	1	5.97E-03
0	96.0880	99.4850	1.3500	1	1.82E-02
0	96.0710	99.7970	1.3500	1	1.56E-02
0	96.0540	100.1090	1.3500	1	1.56E-02
0	96.0710	100.4700	1.3500	1	1.81E-02
0	96.0870	100.8320	1.3500	1	1.81E-02
0	96.1570	100.9920	1.3500	1	8.73E-03
0	96.4910	101.2810	1.3500	1	2.21E-02
0	96.5600	101.2960	1.3500	1	3.53E-03
0	96.6290	101.3100	1.3500	1	3.52E-03
0	97.5680	101.3300	1.3500	1	4.70E-02
0	97.5460	101.4390	1.3500	1	5.56E-03
0	97.8660	101.7740	1.3500	1	2.32E-02
0	96.5760	101.6620	1.3500	1	6.47E-02
0	96.2400	101.6070	1.3500	1	1.70E-02
0	95.9030	101.5520	1.3500	1	1.71E-02
0	94.8100	101.4420	1.3500	1	5.49E-02
0	94.7980	100.7310	1.3500	1	3.56E-02
0	94.8830	100.7300	1.3500	1	4.25E-03
0	95.2560	100.5540	1.3500	1	2.06E-02
0	95.4160	100.3430	1.3500	1	1.32E-02
0	95.4800	100.1620	1.3500	1	9.60E-03
0	95.5440	99.9820	1.3500	1	9.55E-03
0	95.4320	99.7530	1.3500	1	1.27E-02
0	95.3200	99.5230	1.3500	1	1.28E-02
0	95.0550	99.3190	1.3500	1	1.67E-02
0	94.9980	99.3090	1.3500	1	2.89E-03
0	95.5410	98.9460	1.3500	1	3.27E-02
0	95.4850	99.0030	1.3500	1	4.00E-03
0	95.5060	99.0800	1.3500	1	3.99E-03
0	95.5830	99.1000	1.3500	1	3.98E-03
0	95.6390	99.0440	1.3500	1	3.96E-03
0	95.6180	98.9670	1.3500	1	3.99E-03
0	95.5510	100.9080	1.3500	1	1.49E-02
0	95.4950	100.9640	1.3500	1	3.96E-03
0	95.5160	101.0390	1.3500	1	3.89E-03
0	95.5910	101.0590	1.3500	1	3.88E-03
0	95.6460	101.0040	1.3500	1	3.89E-03
0	95.6260	100.9290	1.3500	1	3.88E-03
0	98.0340	101.3530	1.3500	1	1.88E-02
0	98.4950	101.8140	1.3500	1	3.26E-02
0	98.4580	101.1560	1.3500	1	3.30E-02
0	99.1860	101.8840	1.3500	1	5.15E-02
0	99.8580	101.9350	1.3500	1	3.37E-02
0	98.5910	100.6670	1.3500	1	8.96E-02
0	98.5910	100.0460	1.3500	1	3.10E-02
0	100.4560	101.9110	1.3500	1	1.32E-01
0	100.9870	101.8210	1.3500	1	2.69E-02
0	98.5910	99.4250	1.3500	1	1.69E-01
0	98.5190	99.2700	1.3500	1	8.55E-03
0	98.4470	99.1140	1.3500	1	8.59E-03
0	98.3360	98.9540	1.3500	1	9.74E-03
0	98.0210	98.2340	1.3500	1	3.93E-02
0	101.4690	101.6820	1.3500	1	2.44E-01
0	101.9020	101.4940	1.3500	1	2.36E-02
0	98.5850	98.1770	1.3500	1	2.35E-01
0	99.1490	98.1200	1.3500	1	2.83E-02
0	102.2910	101.2620	1.3500	1	2.22E-01
0	102.6500	100.9990	1.3500	1	2.23E-02
0	99.7200	98.0700	1.3500	1	2.07E-01
0	100.3450	98.0730	1.3500	1	3.13E-02
0	102.9730	100.7010	1.3500	1	1.86E-01
0	103.2660	100.3730	1.3500	1	2.20E-02
0	101.0850	98.1920	1.3500	1	1.54E-01
0	102.3820	98.8220	1.3500	1	1.11E-02
0	102.7390	99.1570	1.3500	1	2.45E-02
0	103.0950	99.4920	1.3500	1	2.44E-02
0	103.2690	99.6890	1.3500	1	1.31E-02
0	103.4430	99.8860	1.3500	1	1.31E-02
0	103.4430	99.8860	1.4000	1	3.85E-04
0	96.4140	100.8180	1.4000	1	5.45E-02
0	96.4110	99.1950	1.4000	1	1.08E-01
0	96.5770	98.9750	1.4000	1	1.84E-02
0	98.0410	98.9750	1.4000	1	9.76E-02
0	98.2170	99.0630	1.4000	1	1.31E-02
0	98.2610	99.1950	1.4000	1	9.28E-03
0	98.2610	100.8050	1.4000	1	1.07E-01
0	98.2160	100.9380	1.4000	1	9.36E-03
0	98.0410	101.0250	1.4000	1	1.30E-02
0	96.6300	101.0250	1.4000	1	9.41E-02
0	96.4400	100.8660	1.4000	1	1.65E-02
0	94.4920	101.6900	1.4000	1	1.63E-02
0	94.4590	101.6040	1.4000	1	6.14E-03
0	94.4360	100.2930	1.4000	1	8.74E-02
0	94.5240	100.3620	1.4000	1	7.46E-03
0	94.7720	100.4240	1.4000	1	1.70E-02
0	95.0600	100.2820	1.4000	1	2.14E-02
0	95.1680	99.9820	1.4000	1	2.13E-02
0	95.0380	99.6990	1.4000	1	2.08E-02
0	94.7920	99.5860	1.4000	1	1.80E-02
0	94.6370	99.5940	1.4000	1	1.03E-02
0	94.4340	99.7180	1.4000	1	1.59E-02
0	94.4340	98.6700	1.4000	1	6.99E-02
0	94.4980	98.2850	1.4000	1	2.60E-02
0	94.5950	98.2250	1.4000	1	7.60E-03
0	99.5890	97.7160	1.4000	1	3.35E-01
0	100.1240	97.7000	1.4000	1	3.57E-02
0	100.6690	97.7460	1.4000	1	3.65E-02
0	101.2070	97.8570	1.4000	1	3.66E-02
0	101.7470	98.0370	1.4000	1	3.79E-02
0	102.2250	98.2640	1.4000	1	3.53E-02
0	102.6730	98.5460	1.4000	1	3.53E-02
0	103.0840	98.8760	1.4000	1	3.51E-02
0	103.4770	99.2800	1.4000	1	3.76E-02
0	103.9330	99.9150	1.4000	1	5.21E-02
0	103.9540	100.0510	1.4000	1	9.17E-03
0	103.4490	100.7590	1.4000	1	5.80E-02
0	102.7920	101.3720	1.4000	1	5.99E-02
0	102.1980	101.7560	1.4000	1	4.72E-02
0	101.5530	102.0420	1.4000	1	4.70E-02
0	100.8790	102.2250	1.4000	1	4.66E-02
0	100.1930	102.3020	1.4000	1	4.60E-02
0	99.5910	102.2840	1.4000	1	4.02E-02
0	94.6210	101.7770	1.4000	1	3.33E-01
0	94.5190	101.7400	1.4000	1	7.23E-03
0	96.6190	98.3140	1.4000	1	3.09E-02
0	97.8600	98.2060	1.4000	1	6.23E-02
0	97.5260	98.5540	1.4000	1	2.41E-02
0	97.5440	98.6630	1.4000	1	5.52E-03
0	96.6380	98.6820	1.4000	1	4.53E-02
0	96.4140	98.7380	1.4000	1	1.15E-02
0	96.1450	99.0110	1.4000	1	1.92E-02
0	96.0920	99.1170	1.4000	1	5.93E-03
0	96.0880	99.4820	1.4000	1	1.83E-02
0	96.0700	99.7970	1.4000	1	1.58E-02
0	96.0510	100.1110	1.4000	1	1.57E-02
0	96.0700	100.4730	1.4000	1	1.81E-02
0	96.0880	100.8350	1.4000	1	1.81E-02
0	96.1590	100.9970	1.4000	1	8.84E-03
0	96.4890	101.2840	1.4000	1	2.19E-02
0	96.6280	101.3170	1.4000	1	7.14E-03
0	97.8360	101.3360	1.4000	1	6.04E-02
0	97.5260	101.6460	1.4000	1	2.19E-02
0	97.5160	101.7590	1.4000	1	5.67E-03
0	96.5730	101.6810	1.4000	1	4.73E-02
0	96.2350	101.6290	1.4000	1	1.71E-02
0	95.8970	101.5760	1.4000	1	1.71E-02
0	94.7840	101.4630	1.4000	1	5.59E-02
0	94.7740	100.7430	1.4000	1	3.60E-02
0	94.8340	100.7410	1.4000	1	3.00E-03
0	95.2390	100.5540	1.4000	1	2.23E-02
0	95.4010	100.3420	1.4000	1	1.33E-02
0	95.4670	100.1620	1.4000	1	9.59E-03
0	95.5330	99.9820	1.4000	1	9.59E-03
0	95.4200	99.7530	1.4000	1	1.28E-02
0	95.3060	99.5230	1.4000	1	1.28E-02
0	95.0440	99.3200	1.4000	1	1.66E-02
0	94.7630	99.2710	1.4000	1	1.43E-02
0	94.7860	98.5370	1.4000	1	3.67E-02
0	96.1270	98.3870	1.4000	1	6.75E-02
0	96.4020	98.3470	1.4000	1	1.39E-02
0	95.6320	98.9900	1.4000	1	7.72E-03
0	95.5740	98.9320	1.4000	1	4.10E-03
0	95.4940	98.9530	1.4000	1	4.14E-03
0	95.4730	99.0330	1.4000	1	4.14E-03
0	95.5310	99.0910	1.4000	1	4.10E-03
0	95.6110	99.0700	1.4000	1	4.14E-03
0	95.6390	100.9740	1.4000	1	1.46E-02
0	95.5820	100.9160	1.4000	1	4.07E-03
0	95.5030	100.9370	1.4000	1	4.09E-03
0	95.4820	101.0160	1.4000	1	4.09E-03
0	95.5400	101.0730	1.4000	1	4.07E-03
0	95.6180	101.0520	1.4000	1	4.04E-03
0	98.0170	98.6460	1.4000	1	2.61E-02
0	98.5050	98.1580	1.4000	1	3.45E-02
0	98.4480	98.8360	1.4000	1	3.40E-02
0	99.1970	98.0870	1.4000	1	5.30E-02
0	99.8680	98.0370	1.4000	1	3.36E-02
0	98.5900	99.3150	1.4000	1	9.04E-02
0	98.5900	99.9360	1.4000	1	3.11E-02
0	100.4750	98.0510	1.4000	1	1.33E-01
0	101.0070	98.1400	1.4000	1	2.70E-02
0	98.5910	100.5570	1.4000	1	1.71E-01
0	97.9800	101.7890	1.4000	1	1.06E-02
0	101.4840	98.2850	1.4000	1	2.48E-01
0	101.9170	98.4730	1.4000	1	2.36E-02
0	98.5440	101.8460	1.4000	1	2.39E-01
0	99.1070	101.9040	1.4000	1	2.83E-02
0	102.3120	98.6990	1.4000	1	2.27E-01
0	102.6720	98.9610	1.4000	1	2.23E-02
0	99.6750	101.9570	1.4000	1	2.12E-01
0	100.2950	101.9590	1.4000	1	3.10E-02
0	102.9990	99.2540	1.4000	1	1.91E-01
0	103.2950	99.5800	1.4000	1	2.20E-02
0	101.0330	101.8420	1.4000	1	1.60E-01
0	102.5440	101.0540	1.4000	1	1.31E-02
0	103.1350	100.4840	1.4000	1	4.11E-02
0	103.2730	100.3210	1.4000	1	1.07E-02
0	103.4110	100.1570	1.4000	1	1.07E-02
0	103.5490	99.9940	1.4000	1	1.07E-02
0	103.5490	99.9940	1.4500	1	3.85E-04
0	96.4340	100.8630	1.4500	1	5.51E-02
0	96.4110	100.8430	1.4500	1	2.03E-03
0	96.4110	99.1950	1.4500	1	1.10E-01
0	96.5770	98.9750	1.4500	1	1.84E-02
0	98.0410	98.9750	1.4500	1	9.76E-02
0	98.2150	99.0600	1.4500	1	1.29E-02
0	98.2610	99.1950	1.4500	1	9.51E-03
0	98.2610	100.8050	1.4500	1	1.07E-01
0	98.2140	100.9410	1.4500	1	9.59E-03
0	98.0410	101.0250	1.4500	1	1.28E-02
0	96.6300	101.0250	1.4500	1	9.41E-02
0	96.4810	100.9010	1.4500	1	1.29E-02
0	94.4670	101.6990	1.4500	1	1.67E-02
0	94.4160	101.3850	1.4500	1	2.12E-02
0	94.4160	100.5940	1.4500	1	5.27E-02
0	94.3880	100.3380	1.4500	1	1.72E-02
0	94.3600	100.0820	1.4500	1	1.72E-02
0	94.4080	100.2370	1.4500	1	1.08E-02
0	94.5090	100.3620	1.4500	1	1.07E-02
0	94.6660	100.4140	1.4500	1	1.10E-02
0	94.8300	100.4030	1.4500	1	1.10E-02
0	95.0460	100.2810	1.4500	1	1.65E-02
0	95.1420	100.0520	1.4500	1	1.66E-02
0	95.1260	99.8760	1.4500	1	1.18E-02
0	94.9950	99.6710	1.4500	1	1.62E-02
0	94.7060	99.5750	1.4500	1	2.03E-02
0	94.4760	99.6590	1.4500	1	1.63E-02
0	94.4020	99.7410	1.4500	1	7.36E-03
0	94.4340	99.2030	1.4500	1	3.59E-02
0	94.4200	98.6740	1.4500	1	3.53E-02
0	94.4810	98.2640	1.4500	1	2.76E-02
0	94.5780	98.2040	1.4500	1	7.60E-03
0	98.7650	97.7730	1.4500	1	2.81E-01
0	100.0430	97.6670	1.4500	1	8.55E-02
0	100.5990	97.7020	1.4500	1	3.71E-02
0	101.1270	97.7990	1.4500	1	3.58E-02
0	101.6450	97.9580	1.4500	1	3.61E-02
0	102.1590	98.1850	1.4500	1	3.75E-02
0	102.6180	98.4590	1.4500	1	3.56E-02
0	103.0550	98.7940	1.4500	1	3.67E-02
0	103.4480	99.1790	1.4500	1	3.67E-02
0	103.7910	99.6060	1.4500	1	3.65E-02
0	104.0090	100.0450	1.4500	1	3.27E-02
0	103.5310	100.7260	1.4500	1	5.55E-02
0	102.8600	101.3650	1.4500	1	6.18E-02
0	102.2620	101.7590	1.4500	1	4.77E-02
0	101.6100	102.0550	1.4500	1	4.77E-02
0	100.9280	102.2450	1.4500	1	4.72E-02
0	100.2360	102.3280	1.4500	1	4.65E-02
0	99.5860	102.3120	1.4500	1	4.33E-02
0	94.6040	101.7990	1.4500	1	3.34E-01
0	94.4890	101.7490	1.4500	1	8.36E-03
0	94.7500	100.7220	1.4500	1	8.15E-03
0	94.9970	100.6870	1.4500	1	1.25E-02
0	95.3130	100.4690	1.4500	1	1.92E-02
0	95.4160	100.2480	1.4500	1	1.22E-02
0	95.5200	100.0280	1.4500	1	1.22E-02
0	95.4540	99.7520	1.4500	1	1.42E-02
0	95.3520	99.6090	1.4500	1	8.78E-03
0	95.2490	99.4670	1.4500	1	8.77E-03
0	95.0210	99.3310	1.4500	1	1.33E-02
0	94.7490	99.2580	1.4500	1	1.41E-02
0	94.7700	98.5150	1.4500	1	3.72E-02
0	96.2310	98.3500	1.4500	1	7.35E-02
0	96.6180	98.2960	1.4500	1	1.95E-02
0	97.4300	98.2280	1.4500	1	4.07E-02
0	97.4250	98.3230	1.4500	1	4.76E-03
0	97.7590	98.6590	1.4500	1	2.37E-02
0	96.6380	98.6750	1.4500	1	5.61E-02
0	96.4110	98.7350	1.4500	1	1.17E-02
0	96.1470	99.0070	1.4500	1	1.90E-02
0	96.0940	99.1080	1.4500	1	5.70E-03
0	96.0860	99.4820	1.4500	1	1.87E-02
0	96.0670	99.7970	1.4500	1	1.58E-02
0	96.0490	100.1120	1.4500	1	1.58E-02
0	96.0690	100.4760	1.4500	1	1.82E-02
0	96.0890	100.8390	1.4500	1	1.82E-02
0	96.1600	101	1.4500	1	8.80E-03
0	96.4870	101.2860	1.4500	1	2.17E-02
0	96.6280	101.3230	1.4500	1	7.29E-03
0	97.4780	101.3400	1.4500	1	4.25E-02
0	97.4560	101.4500	1.4500	1	5.61E-03
0	97.8020	101.8100	1.4500	1	2.50E-02
0	96.5700	101.7000	1.4500	1	6.18E-02
0	96.2300	101.6500	1.4500	1	1.72E-02
0	94.7670	101.4840	1.4500	1	7.36E-02
0	94.7550	100.9420	1.4500	1	2.71E-02
0	95.1460	101.0830	1.4500	1	2.08E-02
0	95.5590	100.7810	1.4500	1	2.56E-02
0	95.7010	100.5740	1.4500	1	1.26E-02
0	95.7150	100.9690	1.4500	1	1.98E-02
0	95.8510	101.2060	1.4500	1	1.37E-02
0	95.3160	101.1510	1.4500	1	2.69E-02
0	95.3300	99.0590	1.4500	1	1.61E-02
0	95.4490	99.1190	1.4500	1	6.66E-03
0	95.7030	99.4510	1.4500	1	2.09E-02
0	95.7170	99.0260	1.4500	1	2.13E-02
0	95.8370	98.7940	1.4500	1	1.31E-02
0	95.1340	98.8660	1.4500	1	3.53E-02
0	95.1340	98.9600	1.4500	1	4.70E-03
0	97.9490	101.3530	1.4500	1	2.84E-02
0	98.4610	101.8650	1.4500	1	3.62E-02
0	98.4080	101.1900	1.4500	1	3.39E-02
0	99.1540	101.9360	1.4500	1	5.28E-02
0	99.8270	101.9880	1.4500	1	3.38E-02
0	98.5120	100.6540	1.4500	1	9.37E-02
0	98.4330	100.5570	1.4500	1	6.25E-03
0	98.4440	100.5980	1.4500	1	2.12E-03
0	98.3730	100.6170	1.4500	1	3.67E-03
0	98.3920	100.5460	1.4500	1	3.67E-03
0	98.5900	100.1300	1.4500	1	2.30E-02
0	100.4330	101.9730	1.4500	1	1.30E-01
0	100.9720	101.8910	1.4500	1	2.73E-02
0	98.5900	99.5090	1.4500	1	1.68E-01
0	98.5410	99.3390	1.4500	1	8.85E-03
0	98.4920	99.1680	1.4500	1	8.89E-03
0	98.5030	99.2090	1.4500	1	2.12E-03
0	98.4310	99.2280	1.4500	1	3.72E-03
0	98.4500	99.1570	1.4500	1	3.67E-03
0	97.8960	98.1930	1.4500	1	8.55E-03
0	101.4580	101.7550	1.4500	1	2.52E-01
0	101.8900	101.5660	1.4500	1	2.36E-02
0	98.4590	98.1350	1.4500	1	2.43E-01
0	99.0220	98.0770	1.4500	1	2.83E-02
0	102.2910	101.3460	1.4500	1	2.31E-01
0	102.6640	101.0970	1.4500	1	2.24E-02
0	99.5860	98.0190	1.4500	1	2.18E-01
0	100.1940	98.0070	1.4500	1	3.04E-02
0	102.9820	100.7940	1.4500	1	1.97E-01
0	103.2960	100.4870	1.4500	1	2.20E-02
0	100.9010	98.0920	1.4500	1	1.69E-01
0	102.3790	98.8120	1.4500	1	1.26E-02
0	102.7420	99.1510	1.4500	1	2.48E-02
0	103.1060	99.4890	1.4500	1	2.48E-02
0	103.2710	99.6740	1.4500	1	1.24E-02
0	103.4370	99.8580	1.4500	1	1.24E-02
0	103.4370	99.8580	1.5000	1	3.85E-04
0	96.5570	100.9640	1.5000	1	5.36E-02
0	96.4150	100.8480	1.5000	1	1.22E-02
0	96.4110	99.1950	1.5000	1	1.10E-01
0	96.5760	98.9750	1.5000	1	1.83E-02
0	98.0410	98.9750	1.5000	1	9.77E-02
0	98.2130	99.0580	1.5000	1	1.27E-02
0	98.2610	99.1950	1.5000	1	9.68E-03
0	98.2610	100.8050	1.5000	1	1.07E-01
0	98.2120	100.9430	1.5000	1	9.76E-03
0	98.0410	101.0250	1.5000	1	1.26E-02
0	96.6300	101.0250	1.5000	1	9.41E-02
0	96.6030	101.0020	1.5000	1	2.36E-03
0	94.4490	101.7130	1.5000	1	1.74E-02
0	94.3980	101.3860	1.5000	1	2.21E-02
0	94.3980	100.5970	1.5000	1	5.26E-02
0	94.3710	100.3390	1.5000	1	1.73E-02
0	94.3440	100.0820	1.5000	1	1.72E-02
0	94.3930	100.2380	1.5000	1	1.09E-02
0	94.4950	100.3620	1.5000	1	1.07E-02
0	94.6510	100.4140	1.5000	1	1.10E-02
0	94.8160	100.4030	1.5000	1	1.10E-02
0	95.0330	100.2800	1.5000	1	1.66E-02
0	95.1390	99.9820	1.5000	1	2.11E-02
0	95.0110	99.7010	1.5000	1	2.06E-02
0	94.7610	99.5850	1.5000	1	1.84E-02
0	94.6060	99.5940	1.5000	1	1.04E-02
0	94.4610	99.6590	1.5000	1	1.06E-02
0	94.3710	99.7900	1.5000	1	1.06E-02
0	94.3980	99.6180	1.5000	1	1.16E-02
0	94.3980	98.6420	1.5000	1	6.51E-02
0	94.4560	98.2570	1.5000	1	2.60E-02
0	94.5760	98.1810	1.5000	1	9.47E-03
0	99.5410	97.6660	1.5000	1	3.33E-01
0	100.0550	97.6400	1.5000	1	3.43E-02
0	100.6060	97.6740	1.5000	1	3.68E-02
0	101.1390	97.7710	1.5000	1	3.61E-02
0	101.6640	97.9320	1.5000	1	3.66E-02
0	102.1710	98.1550	1.5000	1	3.69E-02
0	102.6500	98.4390	1.5000	1	3.71E-02
0	103.0920	98.7780	1.5000	1	3.71E-02
0	103.4910	99.1680	1.5000	1	3.72E-02
0	103.8230	99.5790	1.5000	1	3.52E-02
0	104.0590	100.0460	1.5000	1	3.49E-02
0	103.5560	100.7570	1.5000	1	5.81E-02
0	102.8960	101.3830	1.5000	1	6.06E-02
0	102.2890	101.7820	1.5000	1	4.84E-02
0	101.6290	102.0810	1.5000	1	4.83E-02
0	100.9390	102.2720	1.5000	1	4.77E-02
